name,event_label,win_probability,tournament,dk_odds,best_odds,best_book,avg_novig_prob,model_prob,edge_pp,half_kelly_pct
Patrick Reed,pga_champ,0.002111509615276029,PGA Championship Winner,4000.0,6600.0,betmgm,0.013120746908032757,0.002111509615276029,-1.1009237292756728,0.0
Jordan Spieth,pga_champ,0.0013804352443983385,PGA Championship Winner,5000.0,6000.0,lowvig,0.012903804387273073,0.0013804352443983385,-1.1523369142874735,0.0
Jordan Spieth,open,0.0014155546452034125,The Open Winner,5000.0,5500.0,betmgm,0.013304489748490803,0.0014155546452034125,-1.188893510328739,0.0
Patrick Reed,us_open,0.0015337502605339917,US Open Winner,4000.0,6600.0,betmgm,0.01354119923470804,0.0015337502605339917,-1.2007448974174046,0.0
Justin Rose,masters,0.012176635056161957,Masters Tournament Winner,3000.0,3000.0,draftkings,0.02421498072490425,0.012176635056161957,-1.2038345668742292,0.0
Cameron Young,us_open,0.004853123282590193,US Open Winner,5000.0,5000.0,draftkings,0.016929176850321605,0.004853123282590193,-1.2076053567731413,0.0
Tyrrell Hatton,pga_champ,0.0038832031652119973,PGA Championship Winner,3500.0,5000.0,lowvig,0.0159729149697145,0.0038832031652119973,-1.2089711804502503,0.0
Xander Schauffele,masters,0.020761467128964844,Masters Tournament Winner,1800.0,2200.0,espnbet,0.032897486618629575,0.020761467128964844,-1.213601948966473,0.0
Jordan Spieth,masters,0.0015459716556584576,Masters Tournament Winner,4000.0,5000.0,betrivers,0.014558197848473087,0.0015459716556584576,-1.3012226192814629,0.0
Robert MacIntyre,open,0.010869204470405458,The Open Winner,3000.0,3000.0,draftkings,0.024334850989117807,0.010869204470405458,-1.3465646518712349,0.0
Xander Schauffele,pga_champ,0.020528703239281413,PGA Championship Winner,1600.0,2000.0,bovada,0.034762116085742825,0.020528703239281413,-1.4233412846461413,0.0
Tyrrell Hatton,us_open,0.0024626346089597186,US Open Winner,3500.0,4000.0,betonlineag,0.01947119266091475,0.0024626346089597186,-1.700855805195503,0.0
Tyrrell Hatton,open,0.005715053176204173,The Open Winner,3000.0,3000.0,lowvig,0.023461660327140706,0.005715053176204173,-1.774660715093653,0.0
Tommy Fleetwood,us_open,0.013653461319310998,US Open Winner,2000.0,2200.0,betrivers,0.03162338099632186,0.013653461319310998,-1.7969919677010857,0.0
Xander Schauffele,open,0.016381696423204133,The Open Winner,1600.0,2000.0,lowvig,0.03579599323650439,0.016381696423204133,-1.9414296813300258,0.0
Patrick Reed,masters,0.002717307456240675,Masters Tournament Winner,3500.0,3500.0,draftkings,0.0228144745556367,0.002717307456240675,-2.0097167099396027,0.0
Bryson DeChambeau,open,0.002497715308675272,The Open Winner,1800.0,2000.0,lowvig,0.03506322407380377,0.002497715308675272,-3.25655087651285,0.0
Bryson DeChambeau,masters,0.004513577667820293,Masters Tournament Winner,1000.0,1600.0,betrivers,0.04310507796241838,0.004513577667820293,-3.8591500294598085,0.0
Jon Rahm,masters,0.000504560339349989,Masters Tournament Winner,1000.0,1600.0,betrivers,0.0415932038382983,0.000504560339349989,-4.108864349894832,0.0
Jon Rahm,pga_champ,0.0004726513634052046,PGA Championship Winner,1200.0,1600.0,lowvig,0.043401008062230385,0.0004726513634052046,-4.292835669882518,0.0
Jon Rahm,us_open,0.0006475055581590492,US Open Winner,1200.0,1600.0,betonlineag,0.04699610946084344,0.0006475055581590492,-4.6348603902684395,0.0
Jon Rahm,open,0.000461996007195929,The Open Winner,1100.0,1600.0,lowvig,0.04711518493556988,0.000461996007195929,-4.665318892837395,0.0
Bryson DeChambeau,us_open,0.006600491444347239,US Open Winner,1000.0,1400.0,betonlineag,0.059834802714616594,0.006600491444347239,-5.323431127026936,0.0
Bryson DeChambeau,pga_champ,0.004811472328414729,PGA Championship Winner,1000.0,1200.0,lowvig,0.06046135781658945,0.004811472328414729,-5.564988548817472,0.0
Scottie Scheffler,pga_champ,0.042554135252892276,PGA Championship Winner,350.0,400.0,bovada,0.141086411315627,0.042554135252892276,-9.853227606273471,0.0
Scottie Scheffler,open,0.0394060954669463,The Open Winner,350.0,470.0,fanduel,0.13880497927229243,0.0394060954669463,-9.939888380534613,0.0
Scottie Scheffler,us_open,0.046301015864941224,US Open Winner,320.0,400.0,betmgm,0.1563642911068632,0.046301015864941224,-11.006327524192198,0.0
Scottie Scheffler,masters,0.04116047979851641,Masters Tournament Winner,300.0,300.0,bovada,0.16070912511298074,0.04116047979851641,-11.954864531446432,0.0
Paul Casey,masters,0.021418858109124358,,,,,,0.021418858109124358,,
Alex Noren,masters,0.015454779846369072,,,,,,0.015454779846369072,,
Niklas Norgaard,masters,0.012432248794647643,,,,,,0.012432248794647643,,
Pierceson Coody,masters,0.01166228906957161,,,,,,0.01166228906957161,,
Victor Perez,masters,0.01063612916121013,,,,,,0.01063612916121013,,
Alex Smalley,masters,0.010166758138904239,,,,,,0.010166758138904239,,
Max McGreevy,masters,0.008208681964172985,,,,,,0.008208681964172985,,
Scott Stallings,masters,0.007693306189621587,,,,,,0.007693306189621587,,
David Lipsky,masters,0.007606257395958561,,,,,,0.007606257395958561,,
Michael Thorbjornsen,masters,0.007428048681532051,,,,,,0.007428048681532051,,
Jesper Svensson,masters,0.007163892402785012,,,,,,0.007163892402785012,,
Matt Kuchar,masters,0.006841320066072996,,,,,,0.006841320066072996,,
Cameron Tringale,masters,0.00653776473064058,,,,,,0.00653776473064058,,
Kevin Roy,masters,0.006401528503044832,,,,,,0.006401528503044832,,
Matt Wallace,masters,0.006286532640160788,,,,,,0.006286532640160788,,
Steven Fisk,masters,0.0058614717267366214,,,,,,0.0058614717267366214,,
Chandler Phillips,masters,0.005379787810893443,,,,,,0.005379787810893443,,
Beau Hossler,masters,0.00524767402046592,,,,,,0.00524767402046592,,
Patrick Rodgers,masters,0.00489798382433336,,,,,,0.00489798382433336,,
Ryo Hisatsune,masters,0.0037285739266437563,,,,,,0.0037285739266437563,,
David Lingmerth,masters,0.003575448199750229,,,,,,0.003575448199750229,,
Gaganjeet Bhullar,masters,0.0035669420360672542,,,,,,0.0035669420360672542,,
Takumi Kanaya,masters,0.0035447704320065248,,,,,,0.0035447704320065248,,
Matti Schmid,masters,0.003164799279109991,,,,,,0.003164799279109991,,
Chris Gotterup,masters,0.0031255210683116463,,,,,,0.0031255210683116463,,
William Mouw,masters,0.0030889952542685318,,,,,,0.0030889952542685318,,
Harold Varner III,masters,0.002794193962363633,,,,,,0.002794193962363633,,
Jordan Smith,masters,0.0026217365474493445,,,,,,0.0026217365474493445,,
Ian Poulter,masters,0.002502101000351105,,,,,,0.002502101000351105,,
Tom Kim,masters,0.0022514567551381254,,,,,,0.0022514567551381254,,
Patrick Fishburn,masters,0.0022071634259306122,,,,,,0.0022071634259306122,,
Emiliano Grillo,masters,0.0021699672155341496,,,,,,0.0021699672155341496,,
Keith Mitchell,masters,0.002084109033292598,,,,,,0.002084109033292598,,
Mackenzie Hughes,masters,0.0018861795127672562,,,,,,0.0018861795127672562,,
Bud Cauley,masters,0.0018223789918260928,,,,,,0.0018223789918260928,,
Romain Langasque,masters,0.0017073142306382437,,,,,,0.0017073142306382437,,
Justin Harding,masters,0.001700851203292246,,,,,,0.001700851203292246,,
Matt Fitzpatrick,masters,0.0015472420366556554,,,,,,0.0015472420366556554,,
Gary Woodland,masters,0.001543085614945145,,,,,,0.001543085614945145,,
Kensei Hirata,masters,0.0014318059199827145,,,,,,0.0014318059199827145,,
Jake Knapp,masters,0.0013409498370706467,,,,,,0.0013409498370706467,,
Eric Cole,masters,0.0013101770621164112,,,,,,0.0013101770621164112,,
Lucas Bjerregaard,masters,0.0012337785446851408,,,,,,0.0012337785446851408,,
Charley Hoffman,masters,0.0012046606080426284,,,,,,0.0012046606080426284,,
Matt Jones,masters,0.0011852258773753922,,,,,,0.0011852258773753922,,
Mark Hubbard,masters,0.0010450416920967508,,,,,,0.0010450416920967508,,
Karl Vilips,masters,0.0010254081533122154,,,,,,0.0010254081533122154,,
Grayson Murray,masters,0.0010108204317960362,,,,,,0.0010108204317960362,,
Mike Lorenzo-Vera,masters,0.0010084150171417042,,,,,,0.0010084150171417042,,
Chris Paisley,masters,0.0009664279931207411,,,,,,0.0009664279931207411,,
Jorge Campillo,masters,0.0008970528152539069,,,,,,0.0008970528152539069,,
Adrian Meronk,masters,0.0008847425950427901,,,,,,0.0008847425950427901,,
Thomas Pieters,masters,0.000853281092652906,,,,,,0.000853281092652906,,
Rickie Fowler,masters,0.0008352562865050757,,,,,,0.0008352562865050757,,
Garrick Higgo,masters,0.0007980713679127968,,,,,,0.0007980713679127968,,
John Parry,masters,0.0007491870782008042,,,,,,0.0007491870782008042,,
Bio Kim,masters,0.0007377866005529823,,,,,,0.0007377866005529823,,
Paul Dunne,masters,0.0007007457796854085,,,,,,0.0007007457796854085,,
Erik van Rooyen,masters,0.0006227510943981747,,,,,,0.0006227510943981747,,
Tomoharu Otsuki,masters,0.0005914526948552768,,,,,,0.0005914526948552768,,
Anirban Lahiri,masters,0.0005322976312174192,,,,,,0.0005322976312174192,,
Eugenio Chacarra,masters,0.0005190405998196422,,,,,,0.0005190405998196422,,
Matthew Wolff,masters,0.0004805965574436631,,,,,,0.0004805965574436631,,
Yusaku Miyazato,masters,0.00046022639206932356,,,,,,0.00046022639206932356,,
Nick Dunlap,masters,0.0004434180433496203,,,,,,0.0004434180433496203,,
Shaun Norris,masters,0.00043756039609954626,,,,,,0.00043756039609954626,,
George Coetzee,masters,0.00043128590442087256,,,,,,0.00043128590442087256,,
Kevin Na,masters,0.00040839290894712356,,,,,,0.00040839290894712356,,
Hudson Swafford,masters,0.00039116034734205517,,,,,,0.00039116034734205517,,
Keita Nakajima,masters,0.0003580278135546523,,,,,,0.0003580278135546523,,
Brian Campbell,masters,0.00032518733326283844,,,,,,0.00032518733326283844,,
Martin Couvra,masters,0.0003052817424936814,,,,,,0.0003052817424936814,,
Adrien Saddier,masters,0.00025166486296060464,,,,,,0.00025166486296060464,,
Benjamin Hebert,masters,0.00024596589284805423,,,,,,0.00024596589284805423,,
Neal Shipley,masters,0.0002457476131757637,,,,,,0.0002457476131757637,,
Yuta Ikeda,masters,0.00023090509869779904,,,,,,0.00023090509869779904,,
Brendan Jones,masters,0.00019301547200353684,,,,,,0.00019301547200353684,,
Kazuki Higa,masters,0.00018094542216352713,,,,,,0.00018094542216352713,,
David Puig,masters,0.0001734566890136457,,,,,,0.0001734566890136457,,
Brendan Steele,masters,0.00016804268086292748,,,,,,0.00016804268086292748,,
Brad Kennedy,masters,0.00010095447332374811,,,,,,0.00010095447332374811,,
Alex Noren,pga_champ,0.027065883780604927,,,,,,0.027065883780604927,,
Paul Casey,pga_champ,0.01759192776438769,,,,,,0.01759192776438769,,
Niklas Norgaard,pga_champ,0.012449137047798481,,,,,,0.012449137047798481,,
Pierceson Coody,pga_champ,0.01153153916882597,,,,,,0.01153153916882597,,
Alex Smalley,pga_champ,0.009768287762739617,,,,,,0.009768287762739617,,
Thriston Lawrence,pga_champ,0.007542333133630486,,,,,,0.007542333133630486,,
Jesper Svensson,pga_champ,0.0073527951017714486,,,,,,0.0073527951017714486,,
Kevin Roy,pga_champ,0.006329758783446873,,,,,,0.006329758783446873,,
Steven Fisk,pga_champ,0.005795756767870287,,,,,,0.005795756767870287,,
Matt Kuchar,pga_champ,0.005621265873163014,,,,,,0.005621265873163014,,
Chandler Phillips,pga_champ,0.0053194731747091785,,,,,,0.0053194731747091785,,
Scott Stallings,pga_champ,0.004907197187324673,,,,,,0.004907197187324673,,
Max McGreevy,pga_champ,0.004227023914548725,,,,,,0.004227023914548725,,
Emiliano Grillo,pga_champ,0.004012931624481128,,,,,,0.004012931624481128,,
Gaganjeet Bhullar,pga_champ,0.003526951832223132,,,,,,0.003526951832223132,,
David Lipsky,pga_champ,0.0034533511016141185,,,,,,0.0034533511016141185,,
Cameron Tringale,pga_champ,0.0033749471757071473,,,,,,0.0033749471757071473,,
Takumi Kanaya,pga_champ,0.003242979562703754,,,,,,0.003242979562703754,,
Matti Schmid,pga_champ,0.003129317634884317,,,,,,0.003129317634884317,,
Chris Gotterup,pga_champ,0.003117246095847657,,,,,,0.003117246095847657,,
Harold Varner III,pga_champ,0.002762867300756836,,,,,,0.002762867300756836,,
Ian Poulter,pga_champ,0.002669077125702748,,,,,,0.002669077125702748,,
Tom Kim,pga_champ,0.0022262149054882584,,,,,,0.0022262149054882584,,
Matt Fitzpatrick,pga_champ,0.0021647267050854463,,,,,,0.0021647267050854463,,
Jordan Smith,pga_champ,0.0021196106700195456,,,,,,0.0021196106700195456,,
Grayson Murray,pga_champ,0.002010010473775843,,,,,,0.002010010473775843,,
Patrick Fishburn,pga_champ,0.0017992155994382482,,,,,,0.0017992155994382482,,
David Lingmerth,pga_champ,0.0017739458550863401,,,,,,0.0017739458550863401,,
Romain Langasque,pga_champ,0.0016881729484366208,,,,,,0.0016881729484366208,,
Thomas Pieters,pga_champ,0.0015294562964887082,,,,,,0.0015294562964887082,,
Justin Harding,pga_champ,0.001494026883438461,,,,,,0.001494026883438461,,
Kensei Hirata,pga_champ,0.00141575345542726,,,,,,0.00141575345542726,,
Kristoffer Reitan,pga_champ,0.0013251714038036533,,,,,,0.0013251714038036533,,
Matt Jones,pga_champ,0.001284225484071935,,,,,,0.001284225484071935,,
Charley Hoffman,pga_champ,0.001276741505892126,,,,,,0.001276741505892126,,
Adrian Meronk,pga_champ,0.001198673582821641,,,,,,0.001198673582821641,,
Lucas Bjerregaard,pga_champ,0.000959178571837119,,,,,,0.000959178571837119,,
Haotong Li,pga_champ,0.000957376367631099,,,,,,0.000957376367631099,,
Chris Paisley,pga_champ,0.000955593039242944,,,,,,0.000955593039242944,,
Mark Hubbard,pga_champ,0.0008654026574879778,,,,,,0.0008654026574879778,,
Mike Lorenzo-Vera,pga_champ,0.0007814394255082893,,,,,,0.0007814394255082893,,
Bio Kim,pga_champ,0.0007295150233164467,,,,,,0.0007295150233164467,,
Matthew Wolff,pga_champ,0.0006213129243364186,,,,,,0.0006213129243364186,,
Tomoharu Otsuki,pga_champ,0.0005848217169497609,,,,,,0.0005848217169497609,,
Eugenio Chacarra,pga_champ,0.0005577946322382334,,,,,,0.0005577946322382334,,
Jorge Campillo,pga_champ,0.000553637810029784,,,,,,0.000553637810029784,,
Paul Dunne,pga_champ,0.0004894699767471736,,,,,,0.0004894699767471736,,
Kevin Na,pga_champ,0.000474938957884488,,,,,,0.000474938957884488,,
Yusaku Miyazato,pga_champ,0.00045506663700540633,,,,,,0.00045506663700540633,,
Nick Dunlap,pga_champ,0.0004384467324164984,,,,,,0.0004384467324164984,,
Hudson Swafford,pga_champ,0.000386774915263884,,,,,,0.000386774915263884,,
Anirban Lahiri,pga_champ,0.0003766776139530727,,,,,,0.0003766776139530727,,
Keita Nakajima,pga_champ,0.00034107038131364837,,,,,,0.00034107038131364837,,
Shaun Norris,pga_champ,0.0003208826536207627,,,,,,0.0003208826536207627,,
Neal Shipley,pga_champ,0.0003186324940042852,,,,,,0.0003186324940042852,,
George Coetzee,pga_champ,0.0003141989975725847,,,,,,0.0003141989975725847,,
Martin Couvra,pga_champ,0.0003018591247475093,,,,,,0.0003018591247475093,,
John Parry,pga_champ,0.0002777441624321361,,,,,,0.0002777441624321361,,
Yuta Ikeda,pga_champ,0.00026616826759245736,,,,,,0.00026616826759245736,,
Adrien Saddier,pga_champ,0.00024884336233950286,,,,,,0.00024884336233950286,,
Brendan Steele,pga_champ,0.0002336594406533324,,,,,,0.0002336594406533324,,
Kazuki Higa,pga_champ,0.00019952454045140487,,,,,,0.00019952454045140487,,
Brian Campbell,pga_champ,0.00019850063849732465,,,,,,0.00019850063849732465,,
Carlos Ortiz,pga_champ,0.00019786274723508995,,,,,,0.00019786274723508995,,
Benjamin Hebert,pga_champ,0.00017086982452785176,,,,,,0.00017086982452785176,,
Brendan Jones,pga_champ,0.00011220257830701893,,,,,,0.00011220257830701893,,
Brad Kennedy,pga_champ,9.982263828791895e-05,,,,,,9.982263828791895e-05,,
Alex Noren,open,0.027728036080611355,,,,,,0.027728036080611355,,
Paul Casey,open,0.020890392672362094,,,,,,0.020890392672362094,,
Niklas Norgaard,open,0.01138347360197394,,,,,,0.01138347360197394,,
Pierceson Coody,open,0.010678467102364668,,,,,,0.010678467102364668,,
Alex Smalley,open,0.009309098040387973,,,,,,0.009309098040387973,,
Matt Kuchar,open,0.00793128061434166,,,,,,0.00793128061434166,,
Max McGreevy,open,0.007516203704545566,,,,,,0.007516203704545566,,
Scott Stallings,open,0.0070443046441576755,,,,,,0.0070443046441576755,,
Cameron Tringale,open,0.005986243796794336,,,,,,0.005986243796794336,,
Kevin Roy,open,0.005861500355275021,,,,,,0.005861500355275021,,
Steven Fisk,open,0.005367002363944731,,,,,,0.005367002363944731,,
Takumi Kanaya,open,0.0051614908352101444,,,,,,0.0051614908352101444,,
Ryo Hisatsune,open,0.005103970095866337,,,,,,0.005103970095866337,,
David Lipsky,open,0.004999735908886156,,,,,,0.004999735908886156,,
Chandler Phillips,open,0.004925952942310174,,,,,,0.004925952942310174,,
Patrick Rodgers,open,0.004484793579034421,,,,,,0.004484793579034421,,
David Lingmerth,open,0.003273826068748292,,,,,,0.003273826068748292,,
Gaganjeet Bhullar,open,0.0032660374786598356,,,,,,0.0032660374786598356,,
Chris Gotterup,open,0.002861854452981723,,,,,,0.002861854452981723,,
William Mouw,open,0.0028284099292420263,,,,,,0.0028284099292420263,,
Harold Varner III,open,0.002558477853423853,,,,,,0.002558477853423853,,
Tom Kim,open,0.0020245510601715616,,,,,,0.0020245510601715616,,
Patrick Fishburn,open,0.0020209687731748446,,,,,,0.0020209687731748446,,
Emiliano Grillo,open,0.001986910407215832,,,,,,0.001986910407215832,,
Ian Poulter,open,0.0017826906116116224,,,,,,0.0017826906116116224,,
Justin Harding,open,0.0016930296096654314,,,,,,0.0016930296096654314,,
Grayson Murray,open,0.001426997266089867,,,,,,0.001426997266089867,,
Matt Fitzpatrick,open,0.0014167178578115996,,,,,,0.0014167178578115996,,
Kensei Hirata,open,0.0013110198454434317,,,,,,0.0013110198454434317,,
Matti Schmid,open,0.0013081297805734714,,,,,,0.0013081297805734714,,
Garrick Higgo,open,0.0012364616690613338,,,,,,0.0012364616690613338,,
Charley Hoffman,open,0.0011822916238059,,,,,,0.0011822916238059,,
Lucas Bjerregaard,open,0.0011564489956644732,,,,,,0.0011564489956644732,,
Matt Jones,open,0.001128569878824368,,,,,,0.001128569878824368,,
Adrian Meronk,open,0.0011060474838445573,,,,,,0.0011060474838445573,,
Romain Langasque,open,0.0009620465059444641,,,,,,0.0009620465059444641,,
Mark Hubbard,open,0.0009568827580145532,,,,,,0.0009568827580145532,,
Karl Vilips,open,0.0009389054898502199,,,,,,0.0009389054898502199,,
Chris Paisley,open,0.0008849008517779112,,,,,,0.0008849008517779112,,
Thomas Pieters,open,0.0007812989390511253,,,,,,0.0007812989390511253,,
Nick Dunlap,open,0.0007508606069303524,,,,,,0.0007508606069303524,,
Adam Schenk,open,0.0006951218368835135,,,,,,0.0006951218368835135,,
Bio Kim,open,0.0006755474757632534,,,,,,0.0006755474757632534,,
Paul Dunne,open,0.0006416313907889081,,,,,,0.0006416313907889081,,
Mike Lorenzo-Vera,open,0.0005663236079660565,,,,,,0.0005663236079660565,,
Yusaku Miyazato,open,0.0005658579252291856,,,,,,0.0005658579252291856,,
Tomoharu Otsuki,open,0.0005415581887003424,,,,,,0.0005415581887003424,,
Jorge Campillo,open,0.000512681182839027,,,,,,0.000512681182839027,,
Matthew Wolff,open,0.0004988357821946494,,,,,,0.0004988357821946494,,
Hudson Swafford,open,0.0004914485126973246,,,,,,0.0004914485126973246,,
Anirban Lahiri,open,0.0004873934019053298,,,,,,0.0004873934019053298,,
Eugenio Chacarra,open,0.00047525472374260636,,,,,,0.00047525472374260636,,
Kevin Na,open,0.0004398042588374789,,,,,,0.0004398042588374789,,
George Coetzee,open,0.00039490294869196313,,,,,,0.00039490294869196313,,
Brian Campbell,open,0.0003189616497579504,,,,,,0.0003189616497579504,,
Shaun Norris,open,0.00029714462312819325,,,,,,0.00029714462312819325,,
Neal Shipley,open,0.00029506092423181503,,,,,,0.00029506092423181503,,
Kazuki Higa,open,0.0002460825056390846,,,,,,0.0002460825056390846,,
Brendan Steele,open,0.00021637394745350105,,,,,,0.00021637394745350105,,
Yuta Ikeda,open,0.00021142611759179166,,,,,,0.00021142611759179166,,
Benjamin Hebert,open,0.0001925819300160384,,,,,,0.0001925819300160384,,
Brendan Jones,open,0.0001767328314142763,,,,,,0.0001767328314142763,,
Brad Kennedy,open,9.24380296006327e-05,,,,,,9.24380296006327e-05,,
Paul Casey,us_open,0.029843137822685373,,,,,,0.029843137822685373,,
Alex Noren,us_open,0.019314911212345624,,,,,,0.019314911212345624,,
Pierceson Coody,us_open,0.01457517222184216,,,,,,0.01457517222184216,,
Alex Smalley,us_open,0.012706103401172847,,,,,,0.012706103401172847,,
Niklas Norgaard,us_open,0.010824223269043644,,,,,,0.010824223269043644,,
Max McGreevy,us_open,0.010258959680078112,,,,,,0.010258959680078112,,
Thriston Lawrence,us_open,0.010234691951987384,,,,,,0.010234691951987384,,
David Lipsky,us_open,0.009506067878133037,,,,,,0.009506067878133037,,
Jesper Svensson,us_open,0.00895321363811587,,,,,,0.00895321363811587,,
Kevin Roy,us_open,0.008000434550910781,,,,,,0.008000434550910781,,
Steven Fisk,us_open,0.007325488107951947,,,,,,0.007325488107951947,,
Matt Kuchar,us_open,0.007104942107607332,,,,,,0.007104942107607332,,
Chandler Phillips,us_open,0.006723494280837563,,,,,,0.006723494280837563,,
Scott Stallings,us_open,0.006651595792453374,,,,,,0.006651595792453374,,
Cameron Tringale,us_open,0.006049333745425141,,,,,,0.006049333745425141,,
Gaganjeet Bhullar,us_open,0.004457855072093344,,,,,,0.004457855072093344,,
Takumi Kanaya,us_open,0.004098931196114894,,,,,,0.004098931196114894,,
Tom Kim,us_open,0.003010438781953318,,,,,,0.003010438781953318,,
Patrick Fishburn,us_open,0.0027584453500320866,,,,,,0.0027584453500320866,,
Emiliano Grillo,us_open,0.0027119586638168704,,,,,,0.0027119586638168704,,
Ian Poulter,us_open,0.00243321653130783,,,,,,0.00243321653130783,,
Chris Gotterup,us_open,0.0023547729651881774,,,,,,0.0023547729651881774,,
David Lingmerth,us_open,0.0022421609094476873,,,,,,0.0022421609094476873,,
Matt Fitzpatrick,us_open,0.0022007513524078216,,,,,,0.0022007513524078216,,
Harold Varner III,us_open,0.0019892544780982257,,,,,,0.0019892544780982257,,
Justin Harding,us_open,0.001957630967718866,,,,,,0.001957630967718866,,
William Mouw,us_open,0.0019339279450474832,,,,,,0.0019339279450474832,,
Kensei Hirata,us_open,0.0017894272511603754,,,,,,0.0017894272511603754,,
Jordan Smith,us_open,0.0017692491615177778,,,,,,0.0017692491615177778,,
Matti Schmid,us_open,0.0016420928259728335,,,,,,0.0016420928259728335,,
Aldrich Potgieter,us_open,0.0013482269773573753,,,,,,0.0013482269773573753,,
Grayson Murray,us_open,0.0012632924626456087,,,,,,0.0012632924626456087,,
Chris Paisley,us_open,0.0012078121504032918,,,,,,0.0012078121504032918,,
Romain Langasque,us_open,0.0012077121753093863,,,,,,0.0012077121753093863,,
Charley Hoffman,us_open,0.0012019613370092123,,,,,,0.0012019613370092123,,
Jorge Campillo,us_open,0.0011211091747440557,,,,,,0.0011211091747440557,,
Matt Jones,us_open,0.001116288748191581,,,,,,0.001116288748191581,,
Adrian Meronk,us_open,0.0011057242379966066,,,,,,0.0011057242379966066,,
Thomas Pieters,us_open,0.00106640461446859,,,,,,0.00106640461446859,,
Haotong Li,us_open,0.0010566437442625042,,,,,,0.0010566437442625042,,
John Parry,us_open,0.0009363110986200721,,,,,,0.0009363110986200721,,
Bio Kim,us_open,0.000922063130306389,,,,,,0.000922063130306389,,
Paul Dunne,us_open,0.00087577064517224,,,,,,0.00087577064517224,,
Matthew Wolff,us_open,0.0007938916917625586,,,,,,0.0007938916917625586,,
Mike Lorenzo-Vera,us_open,0.0007729821181518133,,,,,,0.0007729821181518133,,
Yusaku Miyazato,us_open,0.0007723465020071393,,,,,,0.0007723465020071393,,
Lucas Bjerregaard,us_open,0.0007418545479275976,,,,,,0.0007418545479275976,,
Tomoharu Otsuki,us_open,0.0007391794901637587,,,,,,0.0007391794901637587,,
Hudson Swafford,us_open,0.0006707841717417951,,,,,,0.0006707841717417951,,
Mark Hubbard,us_open,0.0006627562288637782,,,,,,0.0006627562288637782,,
Nick Dunlap,us_open,0.0005541703099227319,,,,,,0.0005541703099227319,,
Adam Schenk,us_open,0.0005424380003159894,,,,,,0.0005424380003159894,,
George Coetzee,us_open,0.0005390079337158876,,,,,,0.0005390079337158876,,
Eugenio Chacarra,us_open,0.0005148604518099846,,,,,,0.0005148604518099846,,
Anirban Lahiri,us_open,0.0004941517693592902,,,,,,0.0004941517693592902,,
Keita Nakajima,us_open,0.00044745221213765855,,,,,,0.00044745221213765855,,
Shaun Norris,us_open,0.00040557638239375636,,,,,,0.00040557638239375636,,
Kevin Na,us_open,0.00039127025149971617,,,,,,0.00039127025149971617,,
Martin Couvra,us_open,0.00038153178561135776,,,,,,0.00038153178561135776,,
Yuta Ikeda,us_open,0.00036964391016743763,,,,,,0.00036964391016743763,,
Kazuki Higa,us_open,0.00033588106477172694,,,,,,0.00033588106477172694,,
Adrien Saddier,us_open,0.0003145230492877722,,,,,,0.0003145230492877722,,
Benjamin Hebert,us_open,0.0003074006507275893,,,,,,0.0003074006507275893,,
Neal Shipley,us_open,0.0003071278514686117,,,,,,0.0003071278514686117,,
Brian Campbell,us_open,0.00026048269863402127,,,,,,0.00026048269863402127,,
Brendan Jones,us_open,0.00024122483409125798,,,,,,0.00024122483409125798,,
Brendan Steele,us_open,0.00020229563466870609,,,,,,0.00020229563466870609,,
Brad Kennedy,us_open,9.770702540261497e-05,,,,,,9.770702540261497e-05,,
